Partido Atual;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Numero;Qtd
SD;1576563;38,03;242,76218324829944;581,8163839285714;3254,0388839285706;0,0;21,658549107142857;2195,3519717261893;4352,112171556123;9,692745535714286;8989,417582908161;7395,281887755113;261,94466305272107;4139,864368622449;190,06063775510205;0,5151116071428572;115,43196428571427;424,07646577380945;1402,5420567602039;73,84768813775524;33650,415315688784;0,06058673469387755;0,008928571428571428;0,006696428571428571;0,002232142857142857;0,022321428571428572;0,0;0,006696428571428571;0,004464285714285714;0,041666666666666664;0,009672619047619046;0,06505102040816327;0,009247448979591835;0,004464285714285714;0,030505952380952384;0,006696428571428571;0,0896045918367347;0,033482142857142856;0,017857142857142856;0,006696428571428571;0,011160714285714286;0,026785714285714284;0,0;0,013392857142857142;0,0;0,008928571428571428;0,0;0,002232142857142857;0,017857142857142856;0,011904761904761904;0,006696428571428571;0,0;0,015625;0,01594387755102041;0,00744047619047619;0,04092261904761905;0,017857142857142856;0,0;0,006696428571428571;0,6303146258503401;222,68601190476193;14
PPS;1076992;17,99;645,3870889945648;146,76041666666666;2672,370246603261;0,37781250000000005;39,02005434782609;2024,7002302989124;1459,454567481884;7,94609375;7063,3996139039855;6476,317272192027;399,4829730525362;3185,59586299819;500,6851745923913;3,5999479166666664;208,02898437499996;450,29018976449265;1432,9511071105069;72,36534895833334;26788,732985507246;0,052083333333333336;0,0026041666666666665;0,0;0,0026041666666666665;0,0078125;0,0;0,005208333333333333;0,0;0,0078125;0,0;0,010416666666666666;0,0026041666666666665;0,0026041666666666665;0,018229166666666668;0,0026041666666666665;0,033854166666666664;0,029664855072463765;0,013020833333333334;0,010416666666666666;0,0078125;0,0026041666666666665;0,0;0,008831521739130434;0,0;0,010416666666666666;0,0;0,0;0,0026041666666666665;0,024456521739130432;0,0078125;0,0078125;0,033854166666666664;0,0;0,0078125;0,005208333333333333;0,03125;0,0;0,005208333333333333;0,3572237318840579;340,34947916666664;12
PSC;1728295;31,569999999999997;189,6381227272727;71,18506493506493;1435,1453977272727;0,0;13,763835227272729;1532,7596810064927;3070,2017045454545;0,0;9393,84068831169;6135,213881818182;158,94347808441555;2573,250383441559;1396,0624499999974;2,834090909090909;2,1906250000000003;1292,6060853896106;1068,366635064935;62,351481331168834;28398,353605519478;0,03165584415584415;0,014610389610389608;0,002840909090909091;0,0;0,021493506493506495;0,0;0,008522727272727272;0,0;0,03490259740259741;0,0032467532467532465;0,009724025974025973;0,005681818181818182;0,0;0,009724025974025973;0,005681818181818182;0,03246753246753247;0,08431818181818182;0,023944805194805196;0,002840909090909091;0,0174512987012987;0,012970779220779221;0,0;0,0;0,0032467532467532465;0,0;0,0;0,0;0,0;0,011769480519480518;0,0;0,0;0,0174512987012987;0,022727272727272728;0,009334415584415584;0,02435064935064935;0,02142857142857143;0,0;0,005681818181818182;0,43806818181818186;139,13003246753246;11
PV;597478;9,27;208,70762760416665;0,0;3073,833000679348;0,0;75,06474014945653;2348,273688896435;4969,380989583333;117,73175781249999;6931,834628434481;7493,642780230977;315,32064707880437;3661,445806272646;122,98107676630434;6,9630078125;19,7421875;1057,853675120773;2031,5195155872582;242,9301875754837;32677,225317104465;0,047346769323671496;0,05859375;0,0;0,0;0,009341032608695652;0,0;0,0;0,01953125;0,02322992149758454;0,0;0,05845788043478261;0,005434782608695652;0,00390625;0,021701388888888888;0,0;0,017814009661835748;0,00390625;0,01171875;0,0;0,01171875;0,03108016304347826;0,0;0,0703125;0,0;0,010869565217391304;0,0;0,0;0,01171875;0,0078125;0,028004227053140096;0,0;0,030400815217391304;0,006944444444444444;0,017814009661835748;0,02734375;0,033439009661835745;0,0;0,0;0,5684405193236716;262,2807291666667;8
PROS;675143;16,64;86,01650000000002;0,0;3044,980864583333;0,0;4,2794791666666665;2097,9951874999992;3612,9075833333336;0,0;10744,924479166666;5115,636250000001;117,00062500000001;2044,3537499999995;61,417447916666674;12,719218750000001;0,04895833333333333;1722,1052291666672;1068,8650104166666;136,9958854166667;29870,24646875;0,026041666666666668;0,0;0,0;0,0;0,015625;0,0;0,0;0,0;0,036458333333333336;0,005208333333333333;0,015625;0,0;0,005208333333333333;0,020833333333333332;0,005208333333333333;0,020833333333333332;0,052083333333333336;0,03125;0,005208333333333333;0,0;0,015625;0,0;0,020833333333333332;0,0;0,020833333333333332;0,0;0,0;0,010416666666666666;0,0;0,0;0,0;0,041666666666666664;0,005208333333333333;0,0;0,015625;0,020833333333333332;0,0;0,015625;0,40625;400,8177083333333;6
PSOL;939781;11,670000000000002;31,389322916666668;0,0;1284,40046875;0,0;84,95182291666667;1784,5773437500002;1617,3177083333333;0,0;4505,019270833333;8993,704687499994;231,77010416666667;5315,097343749999;58,80192708333333;15,403385416666673;0,0;325,20640624999993;2413,0078645833332;97,51494791666664;26758,16260416666;0,020833333333333332;0,0;0,005208333333333333;0,0;0,010416666666666666;0,0;0,0;0,0;0,03125;0,0;0,010416666666666666;0,0;0,0;0,0;0,005208333333333333;0,010416666666666666;0,010416666666666666;0,026041666666666668;0,0;0,0;0,0;0,0;0,015625;0,0;0,010416666666666666;0,005208333333333333;0,0;0,005208333333333333;0,020833333333333332;0,005208333333333333;0,0;0,010416666666666666;0,010416666666666666;0,005208333333333333;0,010416666666666666;0,015625;0,0;0,0;0,24479166666666666;147,16666666666666;6
PHS;505921;14,489999999999998;265,26786458333316;0,0;5786,2322395833335;0,0;12,944583333333334;3430,3006249999994;1178,88984375;0,0;7192,50875;6069,1916145833375;406,2777604166667;3147,4612500000003;1048,2378125000002;15,980364583333328;0,0;378,2784374999996;1596,2868229166668;233,43624999999852;30761,29421875;0,026041666666666668;0,010416666666666666;0,005208333333333333;0,0;0,010416666666666666;0,0;0,0;0,0;0,026041666666666668;0,020833333333333332;0,005208333333333333;0,0;0,0;0,015625;0,005208333333333333;0,046875;0,041666666666666664;0,026041666666666668;0,0;0,010416666666666666;0,005208333333333333;0,0;0,0;0,0;0,0;0,005208333333333333;0,005208333333333333;0,015625;0,015625;0,015625;0,0;0,015625;0,0;0,015625;0,010416666666666666;0,026041666666666668;0,0;0,0;0,3802083333333333;123,61979166666667;6
PTdoB;334514;6,21;17,36796875;179,984375;2618,298046875;0,0;0,390625;2063,740078125;5281,422656250001;0,0;4117,64328125;8552,695000000005;67,02125;3321,135546875;152,866875;2,2196875;0,0;488,18656249999975;1611,2757031249998;95,94187499999994;28570,18953125;0,109375;0,0;0,0;0,0078125;0,0078125;0,0;0,0078125;0,0;0,0390625;0,0;0,015625;0,0;0,0;0,0;0,0;0,0546875;0,03125;0,0234375;0,0078125;0,0078125;0,0;0,0;0,0;0,0;0,0234375;0,0;0,0;0,0;0,0234375;0,0;0,0;0,015625;0,015625;0,0;0,03125;0,0;0,0;0,0234375;0,4453125;118,9140625;4
REDE;335289;5,1499999999999995;139,52187499999997;0,0;532,8671875;0,0;160,083359375;1445,5765625;1598,9478125;85,9375;4175,839140624999;10858,602109374995;193,06953124999995;5317,958125000001;132,124375;1,900390625;0,7890625;514,27734375;1135,86515625;499,55187500000017;26792,911406249994;0,1015625;0,0;0,0078125;0,0;0,015625;0,0;0,0;0,0;0,0390625;0,0234375;0,0078125;0,0;0,0;0,0078125;0,0;0,140625;0,03125;0,0234375;0,0;0,0078125;0,0390625;0,0;0,0078125;0,0;0,0234375;0,0;0,0;0,0078125;0,0;0,0078125;0,0078125;0,0234375;0,0;0,0078125;0,015625;0,046875;0,0;0,0;0,59375;183,1484375;4
PEN;169454;3,3299999999999996;169,1531971153846;0,0;6215,811818910256;0,0;48,69583333333333;2671,771658653846;5586,858974358974;0,0;4504,48717948718;6897,81959134616;197,14114583333335;2768,6324358974357;150,07508012820512;10,730624999999998;2690,3044871794873;1036,4503365384621;1574,9788060897442;268,8795032051283;34791,790673076925;0,020833333333333332;0,0;0,010416666666666666;0,0;0,0;0,0;0,0;0,0;0,012820512820512822;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,012820512820512822;0,010416666666666666;0,012820512820512822;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,08012820512820513;92,26121794871796;3
PSL;135233;1,98;123,38640625000001;0,0;3457,71875;0,0;14,53125;3261,4160937499996;1818,508125;0,0;8796,496875;10023,709687499988;242,70328124999995;2889,25578125;44,041406249999994;21,179218749999997;0,0;515,0365624999998;1612,5518750000022;8,25;32828,78531249998;0,0;0,0;0,0;0,0;0,03125;0,0;0,0;0,0;0,0;0,015625;0,0;0,0;0,015625;0,0;0,0;0,015625;0,046875;0,03125;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,015625;0,0;0,0;0,0;0,015625;0,0;0,0;0,1875;123,421875;2
PRP;66910;4,83;0,0;0,0;0,0;0,0;0,0;0,0;1593,75;0,0;27856,874375000003;7619,433124999988;0,0;69,75750000000001;235,52562499999996;0,0;0,0;42,63875;419,20625;0,0;37837,18562499999;0,0625;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0625;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,125;277,75;1
PRTB;58095;4,2;744,9075;0,0;6840,0;0,0;0,0;2785,2775000000015;6500,0;0,0;19465,08;4044,289999999999;125,175;0,0;594,39;0,0;0,0;62,6275;691,5774999999999;0,0;41853,325000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;722,0;1
